,start,end,startlat,startlng,endlat,endlng,direction,distance,duration,taxiFare
54,가양제1동,답십리제3동,126.8447099,37.5695239,,,가양제1동답십리제3동,0,0.0,0
55,노량진제1동,신월1동,126.942013,37.512308,126.831487,37.532808,노량진제1동신월1동,11785,1833.422,12700
56,번제2동,발산제1동,127.0387953,37.6323588,126.8331686,37.5531209,번제2동발산제1동,28995,3877.889,26900
57,광희동,청파동,127.0050623,37.564494,126.9674,37.5488,광희동청파동,5116,1115.298,7100
58,신대방제1동,천연동,126.91005,37.488943,126.9590332,37.5711247,신대방제1동천연동,12681,2871.234,16400
59,방학제1동,구의제3동,127.0407251,37.6641763,127.0920204,37.5380706,방학제1동구의제3동,19112,3951.58,22300
60,상계6.7동,종로5.6가동,127.0669541,37.654882,127.0050414,37.5720148,상계6.7동종로5.6가동,15187,3779.942,19900
61,장안제3동,발산제1동,,,126.8331686,37.5531209,장안제3동발산제1동,0,0.0,0
62,황학동,한강로동,127.0212812,37.5673446,126.9692332,37.5281071,황학동한강로동,10198,1643.216,10300
63,답십리제1동,여의동,127.0512678,37.5717963,126.934584,37.5177232,답십리제1동여의동,17085,2950.203,17900
64,가양제1동,마장동,126.8447099,37.5695239,127.045388,37.566325,가양제1동마장동,27433,3195.988,23200
65,망원제1동,개포2동,126.9055969,37.5556222,127.0689523,37.4897723,망원제1동개포2동,25460,2976.258,22200
66,화곡제6동,신길제7동,126.8501301,37.5518173,126.921475,37.506392,화곡제6동신길제7동,12181,2218.148,11600
67,면목제3.8동,춘의동,,,126.7858889,37.5027214,면목제3.8동춘의동,0,0.0,0
68,미성동,흑석동,126.9155534,37.4761761,126.966612,37.5058617,미성동흑석동,8027,1709.827,10300
69,수유제3동,일원1동,127.023125,37.638715,127.0879629,37.491839,수유제3동일원1동,27690,4274.109,25800
70,천호제3동,종로1.2.3.4가동,127.1332269,37.5361455,126.9902618,37.574461,천호제3동종로1.2.3.4가동,20223,3237.867,20800
71,왕십리도선동,암사제2동,127.0255501,37.5678257,127.1272074,37.5517481,왕십리도선동암사제2동,15965,1847.646,15400
72,중계2.3동,구로제2동,127.0687126,37.6421829,126.8834703,37.491377,중계2.3동구로제2동,32530,5446.922,33000
73,역촌동,세곡동,126.915114,37.6044046,127.1043555,37.4643683,역촌동세곡동,37687,4818.757,33600
74,등촌제3동,마천2동,126.847881,37.5589789,127.1485193,37.4968477,등촌제3동마천2동,37027,4998.538,32600
75,가락본동,대치1동,127.1217864,37.4955568,127.0567047,37.4931821,가락본동대치1동,6608,1688.76,10600
76,방화제2동,압구정동,126.8067549,37.5666997,127.030713,37.530642,방화제2동압구정동,27509,3995.391,23400
77,구의제3동,방학제2동,127.0920204,37.5380706,127.0351005,37.6681842,구의제3동방학제2동,19157,2949.147,20800
78,중계1동,의정부1동,127.0775275,37.6525986,127.0475771,37.7464356,중계1동의정부1동,14615,2236.769,16250
79,신월7동,합정동,126.8346571,37.5219343,126.9118888,37.5516561,신월7동합정동,10758,2542.447,14400
80,방배1동,신대방제1동,126.9945569,37.4832801,126.91005,37.488943,방배1동신대방제1동,10523,1539.109,11600
81,망우제3동,구의제3동,127.0949497,37.5919108,127.0920204,37.5380706,망우제3동구의제3동,8692,1959.724,11400
82,녹번동,신당제1동,126.9298245,37.6021944,,,녹번동신당제1동,0,0.0,0
83,구로제2동,신정3동,126.8834703,37.491377,126.8547892,37.5151685,구로제2동신정3동,5141,1044.731,6600
84,창제1동,도봉제1동,127.0438683,37.6483046,127.0434369,37.6786913,창제1동도봉제1동,4158,827.751,5700
85,대림제1동,하안3동,126.905818,37.4954685,126.8816257,37.4587053,대림제1동하안3동,5921,1272.692,7930
86,서초4동,한강로동,127.0221589,37.5026685,126.9692332,37.5281071,서초4동한강로동,9437,1101.808,9400
87,장안제3동,번제1동,,,127.0288473,37.6378913,장안제3동번제1동,0,0.0,0
88,성현동,고척제2동,126.9481271,37.4895366,126.8587122,37.5067055,성현동고척제2동,10204,2058.633,12300
89,남영동,송산동,126.9748403,37.5457586,127.0866851,37.7311817,남영동송산동,38448,3436.97,33770
90,방학제1동,장지동,127.0407251,37.6641763,127.1354,37.4785,방학제1동장지동,32716,4173.952,27500
91,제기제1동,종암동,,,127.0351572,37.5990075,제기제1동종암동,0,0.0,0
92,창제1동,범계동,127.0438683,37.6483046,126.9524664,37.3897742,창제1동범계동,49051,5942.575,44690
93,마천2동,암사제1동,127.1485193,37.4968477,127.132663,37.551508,마천2동암사제1동,8382,1611.297,9200
94,풍납1동,연희동,127.122075,37.538092,126.9351754,37.5739083,풍납1동연희동,27326,3909.336,25200
95,대림제1동,충현동,126.905818,37.4954685,126.9546863,37.5648265,대림제1동충현동,10495,2366.891,13200
96,신정4동,마장동,126.8558042,37.5245455,127.045388,37.566325,신정4동마장동,24953,3537.969,23600
97,영등포동,홍은제2동,126.9106918,37.5203985,126.9342509,37.5801972,영등포동홍은제2동,10416,1614.312,11900
98,강일동,장위제1동,127.173909,37.5649783,127.0437129,37.6141245,강일동장위제1동,17224,2278.628,19950
99,번제2동,상암동,127.0387953,37.6323588,126.8946875,37.578325,번제2동상암동,21244,3228.947,20200
100,일원2동,진관동,127.0737224,37.4922048,126.9210512,37.634983,일원2동진관동,30894,3837.753,26800
101,명동,상도제1동,126.98585,37.560042,,,명동상도제1동,0,0.0,0
102,군자동,왕십리도선동,127.0753494,37.5554853,127.0255501,37.5678257,군자동왕십리도선동,6010,1293.964,8500
103,서교동,일산3동,126.914588,37.5551015,126.7702328,37.6769922,서교동일산3동,23554,2118.062,23470
104,신월7동,망원제2동,126.8346571,37.5219343,126.9023578,37.5602495,신월7동망원제2동,11979,2343.34,13400
105,종암동,창제5동,127.0351572,37.5990075,127.0436793,37.6563436,종암동창제5동,7537,1559.844,9200
106,교남동,식사동,126.9619364,37.5719391,126.8137384,37.677304,교남동식사동,28764,2705.142,28510
107,홍제제3동,관산동,126.9496737,37.5938295,126.8625622,37.6880323,홍제제3동관산동,15123,2278.337,16250
108,문래동,중곡제2동,126.899466,37.517086,127.081487,37.560308,문래동중곡제2동,21211,2849.218,20000
109,면목제3.8동,면목제5동,,,127.079511,37.5857842,면목제3.8동면목제5동,0,0.0,0
110,신정7동,문정2동,126.8597007,37.514393,127.1108107,37.489823,신정7동문정2동,28435,4675.884,29400
111,회현동,독산제1동,126.9793216,37.5572864,126.897041,37.4702453,회현동독산제1동,14598,2789.5,16500
112,등촌제3동,조원동,126.847881,37.5589789,126.9078649,37.4826299,등촌제3동조원동,16105,2779.46,16100
113,면목제4동,한남동,127.0855775,37.5746736,127.0005,37.53455,면목제4동한남동,11495,2119.298,12700
114,성북동,안암동,127.0032875,37.5911237,127.0213292,37.5858498,성북동안암동,2221,506.282,4000
115,화곡본동,상대원1동,126.847725,37.544075,127.1643759,37.4332259,화곡본동상대원1동,43886,5561.083,39710
116,이촌제1동,상도제1동,126.9732,37.5214167,,,이촌제1동상도제1동,0,0.0,0
117,신사제1동,호원2동,126.9117735,37.5978445,127.0430544,37.7263805,신사제1동호원2동,24854,3055.606,25890
118,문정1동,반포4동,127.1241719,37.4900982,127.0003853,37.4974314,문정1동반포4동,16617,3272.931,20700
119,성내제1동,성내제2동,127.122425,37.5304417,127.129563,37.532425,성내제1동성내제2동,1262,278.436,3800
120,청파동,교남동,126.9674,37.5488,126.9619364,37.5719391,청파동교남동,3397,763.185,5300
121,당산제2동,당산제1동,126.8973273,37.5310483,126.897443,37.5249643,당산제2동당산제1동,1151,394.639,3800
122,삼성동,녹번동,127.062532,37.5144424,126.9298245,37.6021944,삼성동녹번동,30442,2582.216,26700
123,노량진제2동,사당제1동,126.937352,37.508509,126.9786682,37.4830639,노량진제2동사당제1동,5662,988.881,7100
124,한강로동,중계2.3동,126.9692332,37.5281071,127.0687126,37.6421829,한강로동중계2.3동,24712,2223.477,21900
125,반포1동,상도제1동,127.0135073,37.5050895,,,반포1동상도제1동,0,0.0,0
126,상계6.7동,번제1동,127.0669541,37.654882,127.0288473,37.6378913,상계6.7동번제1동,5419,1386.239,8000
127,노량진제2동,신장2동,126.937352,37.508509,127.2140117,37.5417094,노량진제2동신장2동,34615,3781.425,31810
128,가리봉동,전농제2동,126.8897489,37.4825557,127.0600375,37.5781027,가리봉동전농제2동,23762,3708.063,24400
129,정릉제3동,은현면,127.004186,37.6089578,127.024525,37.874999,정릉제3동은현면,48465,3886.678,44810
130,발산제1동,제기제1동,126.8331686,37.5531209,,,발산제1동제기제1동,0,0.0,0
131,장위제1동,전농제2동,127.0437129,37.6141245,127.0600375,37.5781027,장위제1동전농제2동,6535,1284.728,8300
132,창제4동,신길제5동,127.0515994,37.6522276,126.9052679,37.5016177,창제4동신길제5동,32307,4515.297,30600
133,휘경제2동,시흥제4동,127.0685788,37.5902093,126.9061924,37.459029,휘경제2동시흥제4동,28856,4826.173,28100
134,홍제제3동,진관동,126.9496737,37.5938295,126.9210512,37.634983,홍제제3동진관동,6581,1316.175,8100
135,일원2동,청룡동,127.0737224,37.4922048,126.9416518,37.4791304,일원2동청룡동,16529,2226.84,16750
136,용문동,석수1동,126.957562,37.5389,126.9105353,37.4196839,용문동석수1동,26876,2230.92,23290
137,방화제2동,김포1동,126.8067549,37.5666997,,,방화제2동김포1동,0,0.0,0
138,서원동,행운동,126.9313,37.4797346,126.9570456,37.4806541,서원동행운동,3467,1036.331,6700
139,상봉제1동,야탑1동,127.0872004,37.5998799,127.130218,37.4119827,상봉제1동야탑1동,34037,4043.239,31190
140,북가좌제2동,녹번동,126.9112,37.5815,126.9298245,37.6021944,북가좌제2동녹번동,3232,565.157,4900
141,시흥제4동,휘경제2동,126.9061924,37.459029,127.0685788,37.5902093,시흥제4동휘경제2동,39689,3890.879,40790
142,행운동,길음제2동,126.9570456,37.4806541,127.0273155,37.6066647,행운동길음제2동,24182,3326.416,24100
143,공릉1.3동,진접읍,127.073838,37.624874,127.1895841,37.7259104,공릉1.3동진접읍,18957,2336.935,20450
144,삼각산동,양주1동,127.0207209,37.6151568,127.0437813,37.7732673,삼각산동양주1동,20307,3376.794,22310
145,은현면,정릉제3동,127.024525,37.874999,127.004186,37.6089578,은현면정릉제3동,47584,4214.312,68890
146,신당제6동,사직동,,,126.9688397,37.576196,신당제6동사직동,0,0.0,0
147,쌍문제3동,대곶면,127.0278643,37.6489775,126.5818539,37.6491083,쌍문제3동대곶면,63662,5089.619,61990
148,응봉동,혜화동,127.0334357,37.5531636,127.0005764,37.5869186,응봉동혜화동,7029,1713.326,9600
149,공항동,송내1동,126.8101437,37.5588296,126.7789446,37.4824389,공항동송내1동,11913,2043.967,15490
150,상도제1동,가락본동,,,127.1217864,37.4955568,상도제1동가락본동,0,0.0,0
151,길동,목2동,127.1426791,37.5345598,126.8717128,37.5461131,길동목2동,30674,3538.501,26800
152,신당제6동,문정2동,,,127.1108107,37.489823,신당제6동문정2동,0,0.0,0
153,방학제3동,정자3동,127.028036,37.6591685,127.1195385,37.3607965,방학제3동정자3동,46431,5436.963,42090
154,이문제2동,번제1동,127.065075,37.6033571,127.0288473,37.6378913,이문제2동번제1동,6020,1205.974,8200
155,화곡본동,면목제3.8동,126.847725,37.544075,,,화곡본동면목제3.8동,0,0.0,0
156,월계2동,송천동,127.0508,37.6325377,127.023838,37.618282,월계2동송천동,5710,1195.783,7500
157,중곡제2동,능동,127.081487,37.560308,127.0804994,37.5537803,중곡제2동능동,1304,356.322,3800
158,둔촌제2동,구미동,127.1419221,37.5332885,127.1226373,37.3402542,둔촌제2동구미동,26996,2935.071,27670
159,돈암제2동,반포4동,127.0105659,37.598039,127.0003853,37.4974314,돈암제2동반포4동,14230,3017.895,16100
160,구로제5동,수서동,126.8892945,37.5001593,127.104929,37.4889181,구로제5동수서동,25646,3855.845,26100
161,종로1.2.3.4가동,와부읍,126.9902618,37.574461,127.2167005,37.5853734,종로1.2.3.4가동와부읍,28178,3165.153,27030
162,하계2동,용문동,127.0679733,37.6320048,126.957562,37.5389,하계2동용문동,25134,4224.188,24200
163,북아현동,사당제5동,126.957025,37.5595,126.9668658,37.4857521,북아현동사당제5동,12002,2104.423,12200
164,여의동,명동,126.934584,37.5177232,126.98585,37.560042,여의동명동,9164,1756.544,11500
165,전농제1동,신촌동,127.0477575,37.5779984,126.9418114,37.5640923,전농제1동신촌동,11317,2516.365,15000
166,도화동,가락1동,126.9498798,37.5415123,127.1098653,37.4964898,도화동가락1동,21925,2784.162,19900
167,가양제1동,사당제5동,126.8447099,37.5695239,126.9668658,37.4857521,가양제1동사당제5동,17273,2323.995,16100
168,중앙동,신림동,126.9497133,37.4842598,126.927075,37.487426,중앙동신림동,3268,580.16,4900
169,홍은제1동,남영동,126.9471111,37.5989056,126.9748403,37.5457586,홍은제1동남영동,9255,2069.413,12100
170,월곡제2동,둔촌제2동,127.0478758,37.6057667,127.1419221,37.5332885,월곡제2동둔촌제2동,18349,2560.361,19310
171,신월3동,화곡제1동,126.8291541,37.5336234,126.841562,37.530408,신월3동화곡제1동,1703,390.369,3800
172,일원본동,이화동,127.0864633,37.4833484,127.004338,37.577008,일원본동이화동,17699,3123.811,19000
173,석관동,사직동,127.061413,37.612957,126.9688397,37.576196,석관동사직동,14543,2490.042,14800
174,구로제2동,공항동,126.8834703,37.491377,126.8101437,37.5588296,구로제2동공항동,12877,2202.373,17210
175,방화제2동,가리봉동,126.8067549,37.5666997,126.8897489,37.4825557,방화제2동가리봉동,14152,3466.797,21390
176,하계1동,서초3동,127.0725852,37.6405374,127.0119725,37.4836682,하계1동서초3동,25158,4776.154,26700
177,오류제2동,역촌동,126.8395371,37.4888016,126.915114,37.6044046,오류제2동역촌동,18891,3837.975,22500
178,중곡제3동,방화제2동,127.0801736,37.5688084,126.8067549,37.5666997,중곡제3동방화제2동,34549,3996.419,29300
179,평창동,안암동,126.9681871,37.6063166,127.0213292,37.5858498,평창동안암동,7199,1827.068,11300
180,방화제2동,정자3동,126.8067549,37.5666997,127.1195385,37.3607965,방화제2동정자3동,48379,5201.72,47590
181,개봉제3동,신대방제2동,126.853838,37.485993,126.9244085,37.4984422,개봉제3동신대방제2동,10692,1979.529,13790
182,자양제2동,송정동,127.084438,37.528825,127.0696004,37.5545217,자양제2동송정동,5328,977.803,6900
183,영등포본동,하안2동,126.9093046,37.5146826,126.8747335,37.4647164,영등포본동하안2동,10626,1858.312,13210
184,오류제2동,교남동,126.8395371,37.4888016,126.9619364,37.5719391,오류제2동교남동,17209,4653.701,25000
185,가양제2동,심곡1동,126.8512826,37.5673763,126.7870845,37.4873092,가양제2동심곡1동,14598,2521.655,17530
186,구의제3동,신촌동,127.0920204,37.5380706,126.9418114,37.5640923,구의제3동신촌동,21926,3349.121,21800
187,양재1동,시흥제2동,127.026744,37.4716412,126.9148345,37.4495487,양재1동시흥제2동,16782,2297.228,18910
188,길동,시흥제2동,127.1426791,37.5345598,126.9148345,37.4495487,길동시흥제2동,29468,3555.318,30470
189,문래동,목1동,126.899466,37.517086,126.8712323,37.5303777,문래동목1동,3931,703.813,5400
190,한남동,도곡1동,127.0005,37.53455,127.0390246,37.488238,한남동도곡1동,9172,1372.482,11000
191,월계3동,이매1동,127.0692485,37.6210475,127.127146,37.3995239,월계3동이매1동,34329,3929.815,31070
192,남가좌제2동,상일동,126.9238889,37.5784658,127.1683007,37.550583,남가좌제2동상일동,35483,3629.6,31590
193,방배1동,소공동,126.9945569,37.4832801,126.977025,37.562442,방배1동소공동,11857,2030.505,12600
194,강일동,야탑3동,127.173909,37.5649783,127.1379228,37.4108339,강일동야탑3동,20737,2982.836,22650
195,가리봉동,가리봉동,126.8897489,37.4825557,126.8897489,37.4825557,가리봉동가리봉동,0,0.0,0
196,번제2동,신정6동,127.0387953,37.6323588,126.8644471,37.5170414,번제2동신정6동,26282,3897.363,24800
197,구산동,반포4동,126.9103893,37.6117455,127.0003853,37.4974314,구산동반포4동,22381,3543.743,22800
198,창제2동,시흥제1동,127.0356387,37.6414033,126.9032625,37.4535411,창제2동시흥제1동,35234,4596.508,31950
199,길동,내곡동,127.1426791,37.5345598,127.0583103,37.4493583,길동내곡동,15792,2916.376,17500
200,대치1동,풍납2동,127.0567047,37.4931821,127.1157686,37.5292584,대치1동풍납2동,8901,1572.863,10300
201,우장산동,구산동,126.8418849,37.5482468,126.9103893,37.6117455,우장산동구산동,14746,2749.998,17830
202,수서동,신원동,127.104929,37.4889181,126.9273519,37.4815883,수서동신원동,19493,2585.776,20970
203,전농제3동,양평제2동,,,126.8939535,37.5364739,전농제3동양평제2동,0,0.0,0
204,휘경제1동,화양동,127.065725,37.592932,127.0713152,37.5465421,휘경제1동화양동,6510,2122.143,11800
205,상봉제2동,천호제1동,127.0808518,37.592892,127.1368066,37.5450159,상봉제2동천호제1동,10557,1863.71,13330
206,대치2동,제기제2동,127.0642072,37.5022848,,,대치2동제기제2동,0,0.0,0
207,천호제2동,답십리제4동,127.1254351,37.5435257,,,천호제2동답십리제4동,0,0.0,0
208,영등포동,종암동,126.9106918,37.5203985,127.0351572,37.5990075,영등포동종암동,21972,1920.218,19600
209,상일동,전농제2동,127.1683007,37.550583,127.0600375,37.5781027,상일동전농제2동,16021,2013.993,18510
210,우이동,미아동,127.0118533,37.6479523,127.0269791,37.6270736,우이동미아동,3476,702.016,5300
211,수궁동,소하2동,126.8314627,37.4939422,126.8801468,37.4320913,수궁동소하2동,11236,2473.55,14570
212,개봉제1동,당산제2동,126.8511255,37.5003318,126.8973273,37.5310483,개봉제1동당산제2동,6925,2378.247,11300
213,서초4동,공항동,127.0221589,37.5026685,126.8101437,37.5588296,서초4동공항동,26003,2384.605,22500
214,성현동,우이동,126.9481271,37.4895366,127.0118533,37.6479523,성현동우이동,32647,4068.597,31000
215,방화제2동,사당제1동,126.8067549,37.5666997,126.9786682,37.4830639,방화제2동사당제1동,23415,3619.26,21400
216,교남동,석관동,126.9619364,37.5719391,127.061413,37.612957,교남동석관동,11686,2319.586,13500
217,쌍문제1동,우이동,127.0261145,37.6480275,127.0118533,37.6479523,쌍문제1동우이동,1802,399.796,3800
218,이태원제1동,미아동,126.9950384,37.5325225,127.0269791,37.6270736,이태원제1동미아동,17822,2285.679,17400
219,염창동,발산제1동,126.8709777,37.553751,126.8331686,37.5531209,염창동발산제1동,4451,1267.732,7700
220,가양제3동,성사2동,126.8605955,37.561092,126.8329696,37.6529536,가양제3동성사2동,15238,1178.354,15530
221,당산제1동,화정2동,126.897443,37.5249643,126.8357629,37.6305713,당산제1동화정2동,17844,1702.51,17870
222,군자동,주교동,127.0753494,37.5554853,126.9993441,37.5682512,군자동주교동,9056,2371.094,13700
223,노량진제1동,교남동,126.942013,37.512308,126.9619364,37.5719391,노량진제1동교남동,9111,2363.629,12800
224,진관동,신설동,126.9210512,37.634983,127.0255251,37.5749343,진관동신설동,19623,3178.023,19900
225,성수1가제1동,번제3동,127.04965,37.542108,127.04665,37.625874,성수1가제1동번제3동,15976,1728.098,16200
226,수유제2동,구로제4동,127.0198777,37.6447027,126.8891697,37.4916271,수유제2동구로제4동,29303,4936.117,30200
227,오류제2동,고덕제2동,126.8395371,37.4888016,127.16435,37.5605,오류제2동고덕제2동,37664,5784.017,38000
228,쌍문제1동,압구정동,127.0261145,37.6480275,127.030713,37.530642,쌍문제1동압구정동,21263,3964.453,22100
229,발산제1동,고척제2동,126.8331686,37.5531209,126.8587122,37.5067055,발산제1동고척제2동,6020,1279.49,7700
230,등촌제1동,연희동,126.8589287,37.5558155,126.9351754,37.5739083,등촌제1동연희동,10980,1885.475,13090
231,미아동,이촌제1동,127.0269791,37.6270736,126.9732,37.5214167,미아동이촌제1동,19043,4103.242,24000
232,신사동,상도제3동,127.0227814,37.5240101,126.9313793,37.4991123,신사동상도제3동,12099,1761.721,12900
233,방화제3동,숭인제1동,126.8135628,37.5787386,127.0156274,37.5778049,방화제3동숭인제1동,31991,4293.312,29200
234,원효로제2동,박달2동,126.951538,37.53435,126.9047083,37.4019599,원효로제2동박달2동,27589,2557.389,25310
235,수서동,평내동,127.104929,37.4889181,127.2360753,37.6483117,수서동평내동,31885,2680.181,30230
236,신월3동,녹번동,126.8291541,37.5336234,126.9298245,37.6021944,신월3동녹번동,18110,3213.131,19600
237,은천동,구로제2동,126.9424278,37.4853086,126.8834703,37.491377,은천동구로제2동,6847,1375.207,8800
238,문정2동,서초1동,127.1108107,37.489823,127.0195082,37.4901186,문정2동서초1동,9486,2034.111,12800
239,서원동,장충동,126.9313,37.4797346,127.0078812,37.5618946,서원동장충동,14901,3244.939,18400
240,회기동,영종동,127.0553132,37.5908083,126.5315335,37.4942488,회기동영종동,60770,4557.742,54850
241,화곡제6동,도화동,126.8501301,37.5518173,126.9498798,37.5415123,화곡제6동도화동,12506,2568.285,13600
242,상도제1동,이촌제2동,,,126.9547071,37.5262575,상도제1동이촌제2동,0,0.0,0
243,상봉제1동,문정2동,127.0872004,37.5998799,127.1108107,37.489823,상봉제1동문정2동,22986,3468.073,21800
244,보문동,쌍문제3동,127.0228,37.580383,127.0278643,37.6489775,보문동쌍문제3동,8960,1572.086,10200
245,천연동,회현동,126.9590332,37.5711247,126.9793216,37.5572864,천연동회현동,2891,966.644,5000
246,풍납1동,청담동,127.122075,37.538092,127.049291,37.525107,풍납1동청담동,13073,2526.658,13400
247,오륜동,전농제2동,127.1343,37.515425,127.0600375,37.5781027,오륜동전농제2동,13021,2413.185,14900
248,번제2동,망우본동,127.0387953,37.6323588,127.1014684,37.6005732,번제2동망우본동,8839,1941.081,11900
249,서림동,회현동,126.9349995,37.4749956,126.9793216,37.5572864,서림동회현동,11470,3164.563,16100
250,세곡동,별내면,127.1043555,37.4643683,127.1247248,37.7025595,세곡동별내면,37582,2628.158,36010
251,마천1동,시흥제1동,127.1499724,37.4960195,126.9032625,37.4535411,마천1동시흥제1동,28285,3372.01,29070
