구,기준년월,택시요금
영등포구,202109,6838900
영등포구,202110,6317700
영등포구,202111,7243200
영등포구,202112,6228000
영등포구,202201,5409000
영등포구,202202,5282100
영등포구,202203,5051900
영등포구,202204,4999600
영등포구,202205,5800600
영등포구,202206,4999700
오정구,201805,24600
오정구,201909,144000
오정구,202003,92100
오정구,202004,92100
오정구,202005,184200
오정구,202106,87100
용산구,201801,6032200
용산구,201802,6104000
용산구,201803,7753300
용산구,201804,6965600
용산구,201805,6677800
용산구,201806,7663600
용산구,201807,5185200
용산구,201808,8124200
용산구,201809,7532700
용산구,201810,7383100
용산구,201811,6841700
용산구,201812,7990100
용산구,201901,7004400
용산구,201902,6953100
용산구,201903,9887200
용산구,201904,10448300
용산구,201905,10565700
용산구,201906,9183500
용산구,201907,9716200
용산구,201908,9098800
용산구,201909,9714500
용산구,201910,10699600
용산구,201911,10789600
용산구,201912,9136500
용산구,202001,9304200
용산구,202002,8986100
용산구,202003,8351500
용산구,202004,9658700
용산구,202005,9938500
용산구,202006,10256400
용산구,202007,11250300
용산구,202008,9443700
용산구,202009,9343100
용산구,202010,7934700
용산구,202011,7719300
용산구,202012,9233200
용산구,202101,8491300
용산구,202102,8505500
용산구,202103,9602500
용산구,202104,9897100
용산구,202105,8869300
용산구,202106,8580800
용산구,202107,9061000
용산구,202108,8055400
용산구,202109,8313200
용산구,202110,9333200
용산구,202111,10212700
용산구,202112,10722600
용산구,202201,9344600
용산구,202202,7616900
용산구,202203,9610900
용산구,202204,9612600
용산구,202205,10616000
용산구,202206,7301400
원미구,201901,37100
원미구,202007,67700
원미구,202008,67700
원미구,202009,17600
원미구,202010,17600
원미구,202011,39300
원미구,202012,108200
원미구,202101,106200
원미구,202105,133800
원미구,202106,96300
원미구,202109,44200
원미구,202201,97400
은평구,201801,8113300
은평구,201802,7733400
은평구,201803,9904500
은평구,201804,11002500
은평구,201805,10124200
은평구,201806,9752800
은평구,201807,10116400
은평구,201808,9652600
은평구,201809,10745800
은평구,201810,10620800
은평구,201811,10408600
은평구,201812,10596000
은평구,201901,9795500
은평구,201902,9576100
은평구,201903,12560200
은평구,201904,13005400
은평구,201905,13736700
은평구,201906,13066600
은평구,201907,10941700
은평구,201908,10806600
은평구,201909,12710000
은평구,201910,12154400
은평구,201911,10327300
은평구,201912,11000400
은평구,202001,10291700
은평구,202002,8565200
은평구,202003,9994000
은평구,202004,8562400
은평구,202005,8639900
은평구,202006,8094200
은평구,202007,8876300
은평구,202008,8131100
은평구,202009,8536500
은평구,202010,9651400
은평구,202011,11913500
은평구,202012,11157800
은평구,202101,8971900
은평구,202102,9519700
은평구,202103,10583500
은평구,202104,9320400
은평구,202105,10772100
은평구,202106,8067100
은평구,202107,8511700
은평구,202108,7949000
은평구,202109,8969000
은평구,202110,9683700
은평구,202111,9785100
은평구,202112,9366300
은평구,202201,13002300
은평구,202202,11520600
은평구,202203,11100600
은평구,202204,10665500
은평구,202205,13317000
은평구,202206,9108900
의정부시,201801,45700
의정부시,201803,110300
의정부시,201805,6200
의정부시,201806,110300
의정부시,201807,25700
의정부시,201809,100500
의정부시,201811,172700
의정부시,201902,49300
의정부시,201905,12300
의정부시,202005,53300
의정부시,202009,84500
의정부시,202010,207900
의정부시,202011,140600
의정부시,202101,26300
의정부시,202104,91900
의정부시,202105,164600
의정부시,202106,91900
의정부시,202107,73200
의정부시,202108,136000
의정부시,202109,68000
의정부시,202201,161000
의정부시,202203,210900
일산동구,202001,38400
일산동구,202003,186300
일산동구,202004,106100
일산동구,202009,24100
일산동구,202102,110700
일산동구,202103,55200
일산동구,202105,50100
일산동구,202108,121100
일산동구,202110,50100
일산동구,202203,55500
일산동구,202205,50100
일산서구,202004,35000
일산서구,202012,109200
일산서구,202101,105200
일산서구,202103,53500
일산서구,202111,17700
일산서구,202201,133200
종로구,201801,2234000
종로구,201802,2409900
종로구,201803,2968400
종로구,201804,3234800
종로구,201805,3116300
종로구,201806,3139000
종로구,201807,3692900
종로구,201808,3850600
종로구,201809,4298000
종로구,201810,4295200
종로구,201811,3989000
종로구,201812,4447100
종로구,201901,4014800
종로구,201902,3718800
종로구,201903,4056900
종로구,201904,2870900
종로구,201905,3732700
종로구,201906,3072700
종로구,201907,3169800
종로구,201908,3329200
종로구,201909,3178500
종로구,201910,3499400
종로구,201911,3020900
종로구,201912,3126300
종로구,202001,3001000
종로구,202002,2684000
종로구,202003,4155900
종로구,202004,4118800
종로구,202005,4238700
종로구,202006,3967100
종로구,202007,4752200
종로구,202008,3980900
종로구,202009,3740800
종로구,202010,3973300
종로구,202011,3404100
종로구,202012,3184100
종로구,202101,2977300
종로구,202102,2191600
종로구,202103,3454300
종로구,202104,3507000
종로구,202105,3875700
종로구,202106,2125400
종로구,202107,2964400
종로구,202108,3476400
종로구,202109,2899100
종로구,202110,3489500
종로구,202111,2527400
종로구,202112,2282000
종로구,202201,2778000
종로구,202202,2410000
종로구,202203,3019400
종로구,202204,3703800
종로구,202205,3871900
종로구,202206,3322200
중구,201801,5093600
중구,201802,5014500
중구,201803,5080900
중구,201804,4302500
중구,201805,4735300
중구,201806,4204700
중구,201807,4859300
중구,201808,5253900
중구,201809,4583700
중구,201810,5295700
중구,201811,4924800
중구,201812,4918300
중구,201901,4597600
중구,201902,4022100
중구,201903,4213600
중구,201904,4951000
중구,201905,4558800
중구,201906,4004300
중구,201907,4847900
중구,201908,4479600
중구,201909,4233200
중구,201910,4277300
중구,201911,4145600
중구,201912,4838500
중구,202001,4499600
중구,202002,4140300
중구,202003,3109200
중구,202004,3836100
중구,202005,3886400
중구,202006,4360900
중구,202007,4428100
중구,202008,3786600
중구,202009,3452700
중구,202010,4413900
중구,202011,5719100
중구,202012,4284500
중구,202101,3512700
중구,202102,3164800
중구,202103,4779600
중구,202104,3648200
중구,202105,4322300
중구,202106,4042600
중구,202107,3391300
중구,202108,2966800
중구,202109,3829800
중구,202110,4033000
중구,202111,3392300
중구,202112,3709600
중구,202201,2767600
중구,202202,2897500
중구,202203,2114200
중구,202204,3404900
중구,202205,3459600
중구,202206,2306400
중랑구,201801,13537500
중랑구,201802,11695300
중랑구,201803,12229400
중랑구,201804,9241900
중랑구,201805,10601000
중랑구,201806,10626100
중랑구,201807,10348600
중랑구,201808,11798800
중랑구,201809,11395300
중랑구,201810,11267900
중랑구,201811,10429100
중랑구,201812,12052500
중랑구,201901,10817400
중랑구,201902,10381600
중랑구,201903,11425500
중랑구,201904,11361000
중랑구,201905,11951900
중랑구,201906,12261100
중랑구,201907,11602900
중랑구,201908,11924500
중랑구,201909,13143200
중랑구,201910,12258300
중랑구,201911,11562300
중랑구,201912,13858800
중랑구,202001,10591100
중랑구,202002,11118800
중랑구,202003,10074900
중랑구,202004,11288800
중랑구,202005,11435000
중랑구,202006,11465300
중랑구,202007,11118500
중랑구,202008,11751000
중랑구,202009,11671700
중랑구,202010,12518700
중랑구,202011,11264500
중랑구,202012,8971300
중랑구,202101,11045000
중랑구,202102,12704700
중랑구,202103,12677200
중랑구,202104,12964800
중랑구,202105,11724600
중랑구,202106,11500300
중랑구,202107,11247600
중랑구,202108,10474300
중랑구,202109,10761800
중랑구,202110,11299000
중랑구,202111,10809000
중랑구,202112,12913100
중랑구,202201,12544400
중랑구,202202,11699600
중랑구,202203,15591700
중랑구,202204,16036600
중랑구,202205,14612300
중랑구,202206,12895400
중원구,201804,33400
중원구,201805,18300
중원구,201807,83100
중원구,201808,49900
중원구,201809,35500
중원구,202003,18800
중원구,202004,18800
중원구,202104,30600
중원구,202105,109900
하남시,201801,81900
하남시,201802,52300
하남시,201803,220500
하남시,201804,175100
하남시,201806,103600
하남시,201807,42600
하남시,201808,158400
하남시,201809,490700
하남시,201810,460200
하남시,201811,71700
하남시,201812,41400
하남시,201901,78200
하남시,201902,135100
하남시,201904,30300
하남시,201905,215500
하남시,201909,71500
하남시,201910,215500
하남시,201911,31100
하남시,202002,64500
하남시,202003,99900
하남시,202004,99900
하남시,202006,104800
하남시,202007,99900
하남시,202008,99900
하남시,202009,158400
하남시,202010,28200
하남시,202011,120200
하남시,202102,97400
하남시,202103,30300
하남시,202105,39500
하남시,202109,58200
하남시,202203,92400
하남시,202205,215500
