,start,end,startlat,startlng,endlat,endlng,direction,distance,duration,taxiFare
0,길음제2동,길음제1동,127.0273155,37.6066647,127.0193925,37.6104856,길음제2동길음제1동,1322,420.306,3800
1,묵제1동,장안제3동,127.0784729,37.6123734,,,묵제1동장안제3동,0,0.0,0
2,반포4동,공릉1.3동,127.0003853,37.4974314,127.073838,37.624874,반포4동공릉1.3동,22186,1672.323,19700
3,응암제2동,삼성동,126.9230926,37.5946071,127.062532,37.5144424,응암제2동삼성동,29598,4377.764,28400
4,신당제3동,석수2동,,,126.9093548,37.4139694,신당제3동석수2동,0,0.0,0
5,미성동,신도림동,126.9155534,37.4761761,126.8805826,37.5077664,미성동신도림동,8478,1654.364,11090
6,신촌동,방화제3동,126.9418114,37.5640923,126.8135628,37.5787386,신촌동방화제3동,15302,1928.66,16300
7,양평제2동,화곡제1동,126.8939535,37.5364739,126.841562,37.530408,양평제2동화곡제1동,5881,880.968,7000
8,장안제2동,전농제1동,127.0706,37.578483,127.0477575,37.5779984,장안제2동전농제1동,3353,608.774,5100
9,송파1동,장지동,127.1093393,37.5062595,127.1354,37.4785,송파1동장지동,5924,914.703,7400
10,구로제2동,신길제1동,126.8834703,37.491377,126.9214285,37.5112667,구로제2동신길제1동,5102,1050.206,6700
11,응암제2동,연희동,126.9230926,37.5946071,126.9351754,37.5739083,응암제2동연희동,5062,895.197,6700
12,숭인제1동,은천동,127.0156274,37.5778049,126.9424278,37.4853086,숭인제1동은천동,18396,3207.951,19000
13,성산제2동,삼성동,126.9090061,37.568618,127.062532,37.5144424,성산제2동삼성동,25049,3335.018,22900
14,반포4동,잠실3동,127.0003853,37.4974314,127.094375,37.513333,반포4동잠실3동,12467,1556.418,12200
15,성내제2동,송파2동,127.129563,37.532425,127.1167651,37.502317,성내제2동송파2동,4801,912.502,6500
16,오류제2동,서초3동,126.8395371,37.4888016,127.0119725,37.4836682,오류제2동서초3동,17315,4187.573,24410
17,도봉제1동,수유제2동,127.0434369,37.6786913,127.0198777,37.6447027,도봉제1동수유제2동,6128,1237.017,8400
18,길음제2동,복정동,127.0273155,37.6066647,127.1270814,37.465827,길음제2동복정동,26205,3685.753,25350
19,증산동,아현동,126.9070404,37.5843063,126.95215,37.547125,증산동아현동,7581,1824.763,10200
20,세곡동,풍산동,127.1043555,37.4643683,126.7999452,37.6641075,세곡동풍산동,46524,4855.094,42150
21,하계2동,신설동,127.0679733,37.6320048,127.0255251,37.5749343,하계2동신설동,9941,2326.132,12900
22,신정3동,신월7동,126.8547892,37.5151685,126.8346571,37.5219343,신정3동신월7동,3225,755.551,4900
23,수유제3동,하계1동,127.023125,37.638715,127.0725852,37.6405374,수유제3동하계1동,6434,1526.969,9500
24,신촌동,창제5동,126.9418114,37.5640923,127.0436793,37.6563436,신촌동창제5동,27540,2750.516,24600
25,상계6.7동,회천3동,127.0669541,37.654882,127.0689798,37.8377866,상계6.7동회천3동,26590,2468.182,25970
26,삼각산동,신장2동,127.0207209,37.6151568,127.2140117,37.5417094,삼각산동신장2동,29605,3934.08,29870
27,개봉제3동,방배본동,126.853838,37.485993,126.988785,37.4941452,개봉제3동방배본동,18316,3394.494,24350
28,마천2동,숭인제1동,127.1485193,37.4968477,127.0156274,37.5778049,마천2동숭인제1동,20702,4120.462,25610
29,월계2동,중림동,127.0508,37.6325377,126.9644863,37.5548629,월계2동중림동,15338,4609.33,24200
30,신사동,고척제2동,127.0227814,37.5240101,126.8587122,37.5067055,신사동고척제2동,23757,2608.525,21200
31,증산동,신정2동,126.9070404,37.5843063,126.870679,37.5192314,증산동신정2동,9494,2246.188,11700
32,도봉제1동,숭인제1동,127.0434369,37.6786913,127.0156274,37.5778049,도봉제1동숭인제1동,17150,4042.748,21400
33,답십리제2동,마장동,127.06125,37.567417,127.045388,37.566325,답십리제2동마장동,2700,891.804,4700
34,상계2동,구의제3동,127.0678377,37.6574727,127.0920204,37.5380706,상계2동구의제3동,19702,3323.443,22490
35,구의제2동,면목제7동,127.0899111,37.5472481,127.0869854,37.5789945,구의제2동면목제7동,5164,996.115,6400
36,번제3동,거여2동,127.04665,37.625874,127.1468764,37.4935803,번제3동거여2동,31069,4990.4,31300
37,이문제3동,장항2동,,,126.7783329,37.649886,이문제3동장항2동,0,0.0,0
38,영등포동,안양1동,126.9106918,37.5203985,126.9259084,37.3989921,영등포동안양1동,24677,2276.559,22830
39,우장산동,반포1동,126.8418849,37.5482468,127.0135073,37.5050895,우장산동반포1동,22488,4147.78,23400
40,독산제1동,광명3동,126.897041,37.4702453,126.8569482,37.4802281,독산제1동광명3동,5461,931.201,7410
41,방배본동,철산1동,126.988785,37.4941452,126.8678956,37.4908162,방배본동철산1동,22457,2476.526,20170
42,대치4동,이문제3동,127.0579127,37.4997415,,,대치4동이문제3동,0,0.0,0
43,응암제1동,수동면,126.926813,37.6006884,127.3259145,37.7035168,응암제1동수동면,59381,4883.359,53830
44,목3동,아현동,126.8644431,37.5448009,126.95215,37.547125,목3동아현동,9671,1915.731,11200
45,방이2동,거여1동,127.1114868,37.5164444,127.1432324,37.4969643,방이2동거여1동,4612,865.833,6700
46,종암동,월계2동,127.0351572,37.5990075,127.0508,37.6325377,종암동월계2동,5105,1014.256,6500
47,숭인제1동,도봉제1동,127.0156274,37.5778049,127.0434369,37.6786913,숭인제1동도봉제1동,13370,2483.456,15200
48,공릉2동,중계4동,127.083488,37.621332,127.0780091,37.6587275,공릉2동중계4동,5205,956.16,6900
49,고척제2동,신사동,126.8587122,37.5067055,127.0227814,37.5240101,고척제2동신사동,18330,3694.672,21000
50,등촌제3동,가산동,126.847881,37.5589789,126.8917326,37.4769094,등촌제3동가산동,13706,3033.185,18110
51,장안제1동,이문제2동,127.066375,37.567842,127.065075,37.6033571,장안제1동이문제2동,5191,806.652,6200
52,이화동,홍제제2동,127.004338,37.577008,126.949338,37.586107,이화동홍제제2동,6297,1087.07,7200
53,가양제2동,신사제1동,126.8512826,37.5673763,126.9117735,37.5978445,가양제2동신사제1동,10021,1582.335,11310
54,종로1.2.3.4가동,여의동,126.9902618,37.574461,126.934584,37.5177232,종로1.2.3.4가동여의동,9910,1852.302,11900
55,서초3동,오류제2동,127.0119725,37.4836682,126.8395371,37.4888016,서초3동오류제2동,18215,2745.985,19490
56,미아동,종로1.2.3.4가동,127.0269791,37.6270736,126.9902618,37.574461,미아동종로1.2.3.4가동,8799,3293.206,15700
57,독산제1동,암사제1동,126.897041,37.4702453,127.132663,37.551508,독산제1동암사제1동,29926,4339.7,29100
58,면목제4동,구미동,127.0855775,37.5746736,127.1226373,37.3402542,면목제4동구미동,33600,4311.984,34850
59,가양제3동,천호제2동,126.8605955,37.561092,127.1254351,37.5435257,가양제3동천호제2동,30773,3621.532,26100
60,보라매동,등촌제3동,126.9327389,37.4881456,126.847881,37.5589789,보라매동등촌제3동,16509,2590.893,17600
61,마천2동,거여2동,127.1485193,37.4968477,127.1468764,37.4935803,마천2동거여2동,812,175.463,3800
62,천호제3동,한강로동,127.1332269,37.5361455,126.9692332,37.5281071,천호제3동한강로동,22711,2782.997,19900
63,개봉제3동,신길제1동,126.853838,37.485993,126.9214285,37.5112667,개봉제3동신길제1동,11099,2206.481,14850
64,번제2동,사우동,127.0387953,37.6323588,126.716725,37.6193404,번제2동사우동,40013,4471.584,36790
65,숭인제2동,행운동,127.019988,37.574867,126.9570456,37.4806541,숭인제2동행운동,18397,3375.282,18900
66,신내1동,지금동,127.099538,37.605882,127.1638249,37.6026192,신내1동지금동,10044,1416.959,11410
67,독산제1동,사당제1동,126.897041,37.4702453,126.9786682,37.4830639,독산제1동사당제1동,10911,2023.685,12500
68,잠원동,연남동,127.0140771,37.5149619,126.922027,37.564501,잠원동연남동,17300,2347.931,16700
69,혜화동,한강로동,127.0005764,37.5869186,126.9692332,37.5281071,혜화동한강로동,11452,1877.556,12000
70,난향동,독산제2동,126.918842,37.461429,126.9034825,37.4631474,난향동독산제2동,4571,851.273,6000
71,이촌제1동,방배2동,126.9732,37.5214167,126.9855106,37.4797439,이촌제1동방배2동,6778,1082.791,8400
72,청량리동,회기동,127.0472767,37.5862586,127.0553132,37.5908083,청량리동회기동,1275,405.016,3800
73,무악동,신촌동,126.958148,37.5760032,126.9418114,37.5640923,무악동신촌동,3301,546.162,4700
74,쌍문제2동,쌍문제1동,127.0389254,37.6579935,127.0261145,37.6480275,쌍문제2동쌍문제1동,1948,410.187,3800
75,홍은제1동,홍은제2동,126.9471111,37.5989056,126.9342509,37.5801972,홍은제1동홍은제2동,2925,985.822,4800
76,창제2동,인수동,127.0356387,37.6414033,127.0106307,37.6415105,창제2동인수동,3555,688.321,4900
77,시흥제2동,일원1동,126.9148345,37.4495487,127.0879629,37.491839,시흥제2동일원1동,22098,2560.513,21650
78,망원제1동,목4동,126.9055969,37.5556222,126.86835,37.532425,망원제1동목4동,7520,1041.077,8100
79,홍은제1동,혜화동,126.9471111,37.5989056,127.0005764,37.5869186,홍은제1동혜화동,10461,2095.219,13900
80,종암동,길동,127.0351572,37.5990075,127.1426791,37.5345598,종암동길동,20865,2751.806,21300
81,면목본동,반포3동,127.0874227,37.5873592,127.0056289,37.5120925,면목본동반포3동,13851,3079.34,16600
82,중계1동,구로제2동,127.0775275,37.6525986,126.8834703,37.491377,중계1동구로제2동,33428,6006.024,34600
83,등촌제3동,도봉제1동,126.847881,37.5589789,127.0434369,37.6786913,등촌제3동도봉제1동,38930,2928.063,37930
84,중곡제4동,풍산동,127.0894538,37.5590865,126.7999452,37.6641075,중곡제4동풍산동,48247,3800.207,44650
85,정릉제1동,번제1동,127.0166146,37.6014512,127.0288473,37.6378913,정릉제1동번제1동,5954,1087.117,7700
86,이화동,방학제1동,127.004338,37.577008,127.0407251,37.6641763,이화동방학제1동,11967,2161.447,13800
87,번제1동,회현동,127.0288473,37.6378913,126.9793216,37.5572864,번제1동회현동,12831,3639.817,19900
88,영종동,이태원제1동,126.5315335,37.4942488,126.9950384,37.5325225,영종동이태원제1동,54546,5040.016,49130
89,대림제3동,공항동,126.8980312,37.4983347,126.8101437,37.5588296,대림제3동공항동,14314,2425.351,16600
90,응암제3동,월계2동,126.9157268,37.5922474,127.0508,37.6325377,응암제3동월계2동,17060,2679.958,17600
91,신촌동,성현동,126.9418114,37.5640923,126.9481271,37.4895366,신촌동성현동,13652,2463.292,15000
92,상도제3동,잠실7동,126.9313793,37.4991123,127.0771146,37.5086777,상도제3동잠실7동,17320,2909.633,18200
93,행운동,일원본동,126.9570456,37.4806541,127.0864633,37.4833484,행운동일원본동,16529,2075.315,16630
94,천호제3동,구의제3동,127.1332269,37.5361455,127.0920204,37.5380706,천호제3동구의제3동,5014,789.059,6600
95,방배본동,서초4동,126.988785,37.4941452,127.0221589,37.5026685,방배본동서초4동,3941,758.521,5800
96,세곡동,대곶면,127.1043555,37.4643683,126.5818539,37.6491083,세곡동대곶면,61531,5827.335,55750
97,황학동,인창동,127.0212812,37.5673446,127.1336694,37.6054396,황학동인창동,16275,2241.743,15750
98,길동,염창동,127.1426791,37.5345598,126.8709777,37.553751,길동염창동,31523,3648.047,27400
99,회현동,마장동,126.9793216,37.5572864,127.045388,37.566325,회현동마장동,6926,1457.37,9000
100,마장동,왕십리제2동,127.045388,37.566325,127.0310207,37.5617987,마장동왕십리제2동,1989,645.718,3800
101,신대방제2동,대치4동,126.9244085,37.4984422,127.0579127,37.4997415,신대방제2동대치4동,15004,3010.319,17200
102,화곡제2동,풍납2동,126.854613,37.531817,127.1157686,37.5292584,화곡제2동풍납2동,31121,4203.628,30000
103,중화제2동,금호2.3가동,127.0795427,37.5993838,127.0209487,37.5532922,중화제2동금호2.3가동,9394,2322.699,13100
104,가락2동,쌍문제1동,127.1266714,37.4987054,127.0261145,37.6480275,가락2동쌍문제1동,25486,3500.026,25700
105,수유제1동,왕십리도선동,127.0176014,37.6300865,127.0255501,37.5678257,수유제1동왕십리도선동,9135,2228.743,12000
106,인수동,면목제3.8동,127.0106307,37.6415105,,,인수동면목제3.8동,0,0.0,0
107,창제2동,상계2동,127.0356387,37.6414033,127.0678377,37.6574727,창제2동상계2동,4628,1132.067,7100
108,내곡동,이화동,127.0583103,37.4493583,127.004338,37.577008,내곡동이화동,18706,3154.146,20400
109,시흥제1동,풍납2동,126.9032625,37.4535411,127.1157686,37.5292584,시흥제1동풍납2동,29656,3700.043,30430
110,우장산동,대치4동,126.8418849,37.5482468,127.0579127,37.4997415,우장산동대치4동,30707,4896.089,27700
111,미성동,신당제3동,126.9155534,37.4761761,,,미성동신당제3동,0,0.0,0
112,망우본동,상일동,127.1014684,37.6005732,127.1683007,37.550583,망우본동상일동,13840,2322.783,15850
113,부암동,광희동,126.9641,37.5924785,127.0050623,37.564494,부암동광희동,6216,1243.212,8100
114,오류제2동,성수1가제1동,126.8395371,37.4888016,127.04965,37.542108,오류제2동성수1가제1동,24761,5397.692,29500
115,천연동,은천동,126.9590332,37.5711247,126.9424278,37.4853086,천연동은천동,11469,2180.601,11900
116,사당제1동,도화동,126.9786682,37.4830639,126.9498798,37.5415123,사당제1동도화동,11820,1847.144,12200
117,장위제1동,복정동,127.0437129,37.6141245,127.1270814,37.465827,장위제1동복정동,26106,3751.206,25750
118,구로제3동,문래동,126.8903678,37.4873799,126.899466,37.517086,구로제3동문래동,5203,952.06,6700
119,후암동,광희동,126.9781344,37.5486375,127.0050623,37.564494,후암동광희동,4220,712.123,5600
120,원효로제1동,대화동,126.9676811,37.5372185,126.7551772,37.6829774,원효로제1동대화동,30211,2243.849,28470
121,홍은제2동,소공동,126.9342509,37.5801972,126.977025,37.562442,홍은제2동소공동,6736,2279.27,12300
122,송산동,사당제5동,127.0866851,37.7311817,126.9668658,37.4857521,송산동사당제5동,39903,5688.116,43210
123,구로제3동,광희동,126.8903678,37.4873799,127.0050623,37.564494,구로제3동광희동,15368,3468.065,19600
124,수궁동,효자동,126.8314627,37.4939422,126.9719206,37.5826488,수궁동효자동,23041,4565.361,24800
125,석촌동,송파1동,127.1037,37.503592,127.1093393,37.5062595,석촌동송파1동,723,229.167,3800
126,역촌동,야탑1동,126.915114,37.6044046,127.130218,37.4119827,역촌동야탑1동,47727,5463.36,42350
127,노량진제1동,일원1동,126.942013,37.512308,127.0879629,37.491839,노량진제1동일원1동,18982,2696.066,19200
128,성수2가제1동,사근동,127.0540659,37.5395907,127.0453315,37.5614846,성수2가제1동사근동,3496,680.169,5100
129,역삼1동,방화제3동,127.0333574,37.4954841,126.8135628,37.5787386,역삼1동방화제3동,27641,2698.541,24500
130,목5동,일원본동,126.8816206,37.5371201,127.0864633,37.4833484,목5동일원본동,27365,4007.16,25200
131,일원본동,반포3동,127.0864633,37.4833484,127.0056289,37.5120925,일원본동반포3동,12176,2395.135,15000
132,상계6.7동,서빙고동,127.0669541,37.654882,126.994663,37.520458,상계6.7동서빙고동,22224,4570.864,23400
133,반포3동,삼각산동,127.0056289,37.5120925,127.0207209,37.6151568,반포3동삼각산동,17406,1956.831,16800
134,신월2동,복정동,126.8444512,37.5249763,127.1270814,37.465827,신월2동복정동,34331,3948.51,29650
135,장안제3동,조안면,,,127.30345,37.5359,장안제3동조안면,0,0.0,0
136,삼양동,송중동,127.0197725,37.6250518,127.033738,37.616099,삼양동송중동,2203,602.378,4000
137,월계3동,심곡2동,127.0692485,37.6210475,126.7870845,37.4873092,월계3동심곡2동,41529,6155.369,41570
138,천호제2동,광희동,127.1254351,37.5435257,127.0050623,37.564494,천호제2동광희동,18133,3137.035,17200
139,중계2.3동,제기제1동,127.0687126,37.6421829,,,중계2.3동제기제1동,0,0.0,0
140,송중동,가양제2동,127.033738,37.616099,126.8512826,37.5673763,송중동가양제2동,23244,3577.971,19900
141,성북동,등촌제3동,127.0032875,37.5911237,126.847881,37.5589789,성북동등촌제3동,18796,3072.189,20400
142,아현동,남영동,126.95215,37.547125,126.9748403,37.5457586,아현동남영동,4094,913.496,6500
143,중계4동,일원2동,127.0780091,37.6587275,127.0737224,37.4922048,중계4동일원2동,28465,4809.924,27600
144,흑석동,성산제2동,126.966612,37.5058617,126.9090061,37.568618,흑석동성산제2동,13503,1344.841,13500
145,서교동,발산제1동,126.914588,37.5551015,126.8331686,37.5531209,서교동발산제1동,9595,1611.679,11100
146,사당제4동,종로5.6가동,126.9716704,37.4809888,127.0050414,37.5720148,사당제4동종로5.6가동,13229,2414.717,14300
147,묵제1동,오류제2동,127.0784729,37.6123734,126.8395371,37.4888016,묵제1동오류제2동,36853,5167.484,32130
148,사직동,여의동,126.9688397,37.576196,126.934584,37.5177232,사직동여의동,9962,1905.996,11700
149,돈암제1동,용두동,127.0263875,37.6034071,127.0372011,37.5758884,돈암제1동용두동,4172,1011.862,6300
150,홍제제1동,낙성대동,126.9448779,37.5876988,126.9583884,37.4762971,홍제제1동낙성대동,14856,3419.85,17800
151,중계2.3동,압구정동,127.0687126,37.6421829,127.030713,37.530642,중계2.3동압구정동,17863,4279.002,22200
152,정릉제3동,역삼1동,127.004186,37.6089578,127.0333574,37.4954841,정릉제3동역삼1동,21545,4121.873,26500
153,송중동,삼양동,127.033738,37.616099,127.0197725,37.6250518,송중동삼양동,2228,662.42,4200
154,문래동,역삼1동,126.899466,37.517086,127.0333574,37.4954841,문래동역삼1동,14354,2770.684,17000
155,신사제1동,종로1.2.3.4가동,126.9117735,37.5978445,126.9902618,37.574461,신사제1동종로1.2.3.4가동,10891,2338.531,13700
156,공릉2동,중계본동,127.083488,37.621332,127.080338,37.64784,공릉2동중계본동,4158,639.983,5400
157,목4동,전농제2동,126.86835,37.532425,127.0600375,37.5781027,목4동전농제2동,25098,3821.673,23300
158,신대방제2동,세곡동,126.9244085,37.4984422,127.1043555,37.4643683,신대방제2동세곡동,20242,3099.702,20300
159,쌍문제3동,번제1동,127.0278643,37.6489775,127.0288473,37.6378913,쌍문제3동번제1동,1767,502.228,3800
160,신월6동,김포2동,126.8451512,37.5180328,,,신월6동김포2동,0,0.0,0
161,연희동,방화제3동,126.9351754,37.5739083,126.8135628,37.5787386,연희동방화제3동,14718,1985.447,15900
162,일원1동,잠실6동,127.0879629,37.491839,127.10065,37.518142,일원1동잠실6동,6718,1356.307,9700
163,방화제2동,정릉제2동,126.8067549,37.5666997,127.0111047,37.6044729,방화제2동정릉제2동,24977,3136.214,21800
164,사당제1동,난향동,126.9786682,37.4830639,126.918842,37.461429,사당제1동난향동,9149,1549.822,10600
165,서원동,성남동,126.9313,37.4797346,127.1383915,37.4350666,서원동성남동,26762,3085.787,28070
166,중림동,사직동,126.9644863,37.5548629,126.9688397,37.576196,중림동사직동,5040,1153.145,6700
167,진관동,백석1동,126.9210512,37.634983,126.7925109,37.6496787,진관동백석1동,18055,1632.968,18610
168,잠실본동,암사제1동,127.0832037,37.5060716,127.132663,37.551508,잠실본동암사제1동,8593,970.65,9100
169,사당제1동,반포1동,126.9786682,37.4830639,127.0135073,37.5050895,사당제1동반포1동,5213,1449.164,7700
170,잠실본동,창제3동,127.0832037,37.5060716,127.0429556,37.6381278,잠실본동창제3동,24213,2764.977,22700
171,강일동,서원동,127.173909,37.5649783,126.9313,37.4797346,강일동서원동,32009,4692.372,30200
172,회현동,중곡제2동,126.9793216,37.5572864,127.081487,37.560308,회현동중곡제2동,10999,1898.78,12000
173,대림제3동,안양8동,126.8980312,37.4983347,126.932137,37.3842191,대림제3동안양8동,15112,2909.572,17670
174,광희동,충현동,127.0050623,37.564494,126.9546863,37.5648265,광희동충현동,5725,1329.083,7900
175,신대방제2동,영등포본동,126.9244085,37.4984422,126.9093046,37.5146826,신대방제2동영등포본동,3272,692.017,4900
176,시흥제1동,염창동,126.9032625,37.4535411,126.8709777,37.553751,시흥제1동염창동,15588,1915.265,16330
177,도봉제1동,대조동,127.0434369,37.6786913,126.920813,37.614165,도봉제1동대조동,26242,2789.217,27090
178,성수1가제1동,신사동,127.04965,37.542108,127.0227814,37.5240101,성수1가제1동신사동,8127,1191.264,8400
179,월계2동,목1동,127.0508,37.6325377,126.8712323,37.5303777,월계2동목1동,24449,4179.869,23800
180,종로5.6가동,동선동,127.0050414,37.5720148,127.0203666,37.5939824,종로5.6가동동선동,3981,792.521,5600
181,면목본동,관산동,127.0874227,37.5873592,126.8625622,37.6880323,면목본동관산동,37134,3051.552,34810
182,신촌동,흥도동,126.9418114,37.5640923,126.8543984,37.6449331,신촌동흥도동,18724,1835.841,19430
183,구로제4동,문래동,126.8891697,37.4916271,126.899466,37.517086,구로제4동문래동,4744,836.826,6300
184,상봉제2동,성남동,127.0808518,37.592892,127.1383915,37.4350666,상봉제2동성남동,24447,3713.753,26550
185,사당제1동,사당제3동,126.9786682,37.4830639,126.9734908,37.4845247,사당제1동사당제3동,1163,251.123,3800
186,신내2동,구의제3동,127.0942306,37.6061896,127.0920204,37.5380706,신내2동구의제3동,13201,2104.809,15370
187,사직동,명동,126.9688397,37.576196,126.98585,37.560042,사직동명동,4931,1196.737,7300
188,중곡제3동,도화동,127.0801736,37.5688084,126.9498798,37.5415123,중곡제3동도화동,18175,2879.868,19400
189,공릉2동,신사제1동,127.083488,37.621332,126.9117735,37.5978445,공릉2동신사제1동,18655,3258.739,17800
190,등촌제3동,서초2동,126.847881,37.5589789,127.02496,37.49208,등촌제3동서초2동,20886,3532.628,21600
191,구산동,장암동,126.9103893,37.6117455,127.0542544,37.7264068,구산동장암동,32160,2771.431,32350
192,종로1.2.3.4가동,천호제1동,126.9902618,37.574461,127.1368066,37.5450159,종로1.2.3.4가동천호제1동,22315,2553.987,20000
193,북가좌제2동,응암제3동,126.9112,37.5815,126.9157268,37.5922474,북가좌제2동응암제3동,1660,301.051,3800
194,인수동,번제1동,127.0106307,37.6415105,127.0288473,37.6378913,인수동번제1동,2916,722.808,4800
195,관산동,면목본동,126.8625622,37.6880323,127.0874227,37.5873592,관산동면목본동,37000,3649.553,37370
196,휘경제2동,청량리동,127.0685788,37.5902093,127.0472767,37.5862586,휘경제2동청량리동,2487,695.499,4500
197,마천2동,명일제2동,127.1485193,37.4968477,127.1513427,37.546366,마천2동명일제2동,6600,1258.2,8670
198,전농제2동,제기제2동,127.0600375,37.5781027,,,전농제2동제기제2동,0,0.0,0
199,상계6.7동,상도제4동,127.0669541,37.654882,126.941422,37.4994203,상계6.7동상도제4동,28286,5085.376,29600
200,목4동,중4동,126.86835,37.532425,126.7625573,37.5060408,목4동중4동,11423,1770.655,13470
201,등촌제2동,풍납2동,126.8625,37.542658,127.1157686,37.5292584,등촌제2동풍납2동,28485,3757.817,26100
202,금호4가동,쌍문제2동,127.02241,37.5471987,127.0389254,37.6579935,금호4가동쌍문제2동,19693,2022.321,19000
203,상도제1동,전농제2동,,,127.0600375,37.5781027,상도제1동전농제2동,0,0.0,0
204,마장동,보문동,127.045388,37.566325,127.0228,37.580383,마장동보문동,4017,867.25,5800
205,목2동,석수1동,126.8717128,37.5461131,126.9105353,37.4196839,목2동석수1동,19023,1915.515,17490
206,거여1동,오금동,127.1432324,37.4969643,126.9138,37.6674,거여1동오금동,54709,3850.845,52070
207,인수동,남영동,127.0106307,37.6415105,126.9748403,37.5457586,인수동남영동,14319,3417.715,19400
208,면목제3.8동,전농제3동,,,,,면목제3.8동전농제3동,0,0.0,0
209,상계8동,진접읍,127.0515874,37.6667854,127.1895841,37.7259104,상계8동진접읍,25566,2381.737,25650
210,신림동,시흥제4동,126.927075,37.487426,126.9061924,37.459029,신림동시흥제4동,5309,931.683,7000
211,장안제1동,잠실본동,127.066375,37.567842,127.0832037,37.5060716,장안제1동잠실본동,13419,2608.772,15200
212,이태원제1동,청파동,126.9950384,37.5325225,126.9674,37.5488,이태원제1동청파동,4227,749.361,6000
213,가양제2동,일원본동,126.8512826,37.5673763,127.0864633,37.4833484,가양제2동일원본동,32756,4451.827,29300
214,행운동,신설동,126.9570456,37.4806541,127.0255251,37.5749343,행운동신설동,19194,2684.634,20200
215,장안제1동,강일동,127.066375,37.567842,127.173909,37.5649783,장안제1동강일동,12560,1983.325,14910
216,길음제2동,동선동,127.0273155,37.6066647,127.0203666,37.5939824,길음제2동동선동,1934,680.987,3800
217,성산제2동,압구정동,126.9090061,37.568618,127.030713,37.530642,성산제2동압구정동,21196,3002.271,19600
218,삼각산동,장충동,127.0207209,37.6151568,127.0078812,37.5618946,삼각산동장충동,8790,2655.927,14700
219,동선동,상계3.4동,127.0203666,37.5939824,127.0832665,37.6729133,동선동상계3.4동,12289,2443.274,14700
220,사직동,군자동,126.9688397,37.576196,127.0753494,37.5554853,사직동군자동,12703,2347.682,14300
221,군자동,석촌동,127.0753494,37.5554853,127.1037,37.503592,군자동석촌동,9632,1912.379,11100
222,장위제3동,한강로동,127.056603,37.6165512,126.9692332,37.5281071,장위제3동한강로동,18938,3434.516,20100
223,마천1동,번제3동,127.1499724,37.4960195,127.04665,37.625874,마천1동번제3동,23388,3712.55,28630
224,석관동,수서동,127.061413,37.612957,127.104929,37.4889181,석관동수서동,23181,3513.048,22100
225,상계6.7동,논현1동,127.0669541,37.654882,127.028461,37.5115706,상계6.7동논현1동,22417,5099.524,26200
226,용두동,행당제1동,127.0372011,37.5758884,127.036188,37.558567,용두동행당제1동,2187,767.2,4000
227,서초2동,진접읍,127.02496,37.49208,127.1895841,37.7259104,서초2동진접읍,42748,3255.817,39930
228,응암제1동,신대방제2동,126.926813,37.6006884,126.9244085,37.4984422,응암제1동신대방제2동,18333,2638.777,18400
229,장위제1동,신사동,127.0437129,37.6141245,127.0227814,37.5240101,장위제1동신사동,16129,3482.263,20500
230,공항동,상봉제1동,126.8101437,37.5588296,127.0872004,37.5998799,공항동상봉제1동,33745,4219.922,32000
231,대방동,우장산동,126.92635,37.508133,126.8418849,37.5482468,대방동우장산동,14876,2009.763,14300
232,행당제1동,원효로제2동,127.036188,37.558567,126.951538,37.53435,행당제1동원효로제2동,13037,1967.033,13300
233,평창동,북아현동,126.9681871,37.6063166,126.957025,37.5595,평창동북아현동,9524,1588.818,10000
234,왕십리도선동,평내동,127.0255501,37.5678257,127.2360753,37.6483117,왕십리도선동평내동,25234,2859.056,23910
235,둔촌제2동,야탑1동,127.1419221,37.5332885,127.130218,37.4119827,둔촌제2동야탑1동,15588,2047.62,16830
236,중곡제3동,중곡제4동,127.0801736,37.5688084,127.0894538,37.5590865,중곡제3동중곡제4동,2041,568.379,3800
237,중계2.3동,성사1동,127.0687126,37.6421829,126.8364078,37.6571461,중계2.3동성사1동,36712,3044.715,34990
238,북가좌제2동,남가좌제2동,126.9112,37.5815,126.9238889,37.5784658,북가좌제2동남가좌제2동,1402,366.786,3800
239,월계3동,하계2동,127.0692485,37.6210475,127.0679733,37.6320048,월계3동하계2동,2649,573.34,4300
240,녹번동,불광제2동,126.9298245,37.6021944,126.9257389,37.6208567,녹번동불광제2동,3026,734.853,5000
241,원효로제2동,천호제3동,126.951538,37.53435,127.1332269,37.5361455,원효로제2동천호제3동,20428,2107.464,18800
242,방이2동,길음제1동,127.1114868,37.5164444,127.0193925,37.6104856,방이2동길음제1동,20571,2893.53,19200
243,신당제5동,천호제3동,127.02185,37.565142,127.1332269,37.5361455,신당제5동천호제3동,14230,2048.95,14600
244,수궁동,제기제2동,126.8314627,37.4939422,,,수궁동제기제2동,0,0.0,0
245,일원2동,공항동,127.0737224,37.4922048,126.8101437,37.5588296,일원2동공항동,34854,3681.429,29600
246,을지로동,전농제2동,126.9913342,37.5667163,127.0600375,37.5781027,을지로동전농제2동,7684,1319.513,8900
247,화곡제3동,방화제2동,126.8384231,37.5425392,126.8067549,37.5666997,화곡제3동방화제2동,5313,1191.878,6600
248,가양제1동,잠실3동,126.8447099,37.5695239,127.094375,37.513333,가양제1동잠실3동,27591,3625.25,23400
