통계년월,통계시도명,통계시군구명,장애유형,성별,등록장애인수
201812,서울특별시,종로구,지체,남자,1479
201812,서울특별시,종로구,청각,여자,349
201812,서울특별시,종로구,언어,남자,32
201812,서울특별시,종로구,언어,여자,10
201812,서울특별시,종로구,지적,남자,222
201812,서울특별시,종로구,지적,여자,153
201812,서울특별시,종로구,뇌병변,남자,358
201812,서울특별시,종로구,뇌병변,여자,214
201812,서울특별시,종로구,자폐성,남자,89
201812,서울특별시,종로구,자폐성,여자,20
201812,서울특별시,종로구,정신,남자,152
201812,서울특별시,종로구,정신,여자,108
201812,서울특별시,종로구,신장,남자,150
201812,서울특별시,종로구,지체,여자,1271
201812,서울특별시,종로구,신장,여자,83
201812,서울특별시,종로구,심장,남자,8
201812,서울특별시,종로구,심장,여자,8
201812,서울특별시,종로구,호흡기,남자,18
201812,서울특별시,종로구,시각,남자,462
201812,서울특별시,종로구,호흡기,여자,5
201812,서울특별시,종로구,간,남자,31
201812,서울특별시,종로구,간,여자,12
201812,서울특별시,종로구,안면,남자,3
201812,서울특별시,종로구,안면,여자,3
201812,서울특별시,종로구,장루.요루,남자,21
201812,서울특별시,종로구,장루.요루,여자,13
201812,서울특별시,종로구,뇌전증,남자,7
201812,서울특별시,종로구,뇌전증,여자,10
201812,서울특별시,종로구,시각,여자,265
201812,서울특별시,종로구,청각,남자,461
201812,서울특별시,중구,지체,남자,1434
201812,서울특별시,중구,청각,여자,313
201812,서울특별시,중구,언어,남자,23
201812,서울특별시,중구,언어,여자,8
201812,서울특별시,중구,지적,남자,184
201812,서울특별시,중구,지적,여자,127
201812,서울특별시,중구,뇌병변,남자,357
201812,서울특별시,중구,뇌병변,여자,192
201812,서울특별시,중구,자폐성,남자,50
201812,서울특별시,중구,자폐성,여자,12
201812,서울특별시,중구,정신,남자,129
201812,서울특별시,중구,정신,여자,89
201812,서울특별시,중구,신장,남자,119
201812,서울특별시,중구,신장,여자,99
201812,서울특별시,중구,지체,여자,1217
201812,서울특별시,중구,심장,남자,9
