통계년월,통계시도명,통계시군구명,장애유형,성별,등록장애인수
202111,서울특별시,종로구,지체,남자,1367
202111,서울특별시,종로구,청각,여자,423
202111,서울특별시,종로구,언어,남자,31
202111,서울특별시,종로구,언어,여자,13
202111,서울특별시,종로구,지적,남자,228
202111,서울특별시,종로구,지적,여자,170
202111,서울특별시,종로구,뇌병변,남자,349
202111,서울특별시,종로구,뇌병변,여자,209
202111,서울특별시,종로구,자폐성,남자,88
202111,서울특별시,종로구,자폐성,여자,17
202111,서울특별시,종로구,정신,남자,134
202111,서울특별시,종로구,정신,여자,125
202111,서울특별시,종로구,신장,남자,164
202111,서울특별시,종로구,지체,여자,1145
202111,서울특별시,종로구,신장,여자,104
202111,서울특별시,종로구,심장,남자,6
202111,서울특별시,종로구,심장,여자,7
202111,서울특별시,종로구,호흡기,남자,21
202111,서울특별시,종로구,시각,남자,442
202111,서울특별시,종로구,호흡기,여자,5
202111,서울특별시,종로구,간,남자,32
202111,서울특별시,종로구,간,여자,13
202111,서울특별시,종로구,안면,남자,4
202111,서울특별시,종로구,안면,여자,3
202111,서울특별시,종로구,장루.요루,남자,21
202111,서울특별시,종로구,장루.요루,여자,11
202111,서울특별시,종로구,뇌전증,남자,8
202111,서울특별시,종로구,뇌전증,여자,8
202111,서울특별시,종로구,시각,여자,262
202111,서울특별시,종로구,청각,남자,530
202111,서울특별시,중구,지체,남자,1364
202111,서울특별시,중구,청각,여자,380
202111,서울특별시,중구,언어,남자,23
202111,서울특별시,중구,언어,여자,10
202111,서울특별시,중구,지적,남자,175
202111,서울특별시,중구,지적,여자,121
202111,서울특별시,중구,뇌병변,남자,366
202111,서울특별시,중구,뇌병변,여자,194
202111,서울특별시,중구,자폐성,남자,56
202111,서울특별시,중구,자폐성,여자,17
202111,서울특별시,중구,정신,남자,122
202111,서울특별시,중구,정신,여자,87
202111,서울특별시,중구,신장,남자,128
202111,서울특별시,중구,신장,여자,100
202111,서울특별시,중구,지체,여자,1140
202111,서울특별시,중구,심장,남자,8
202111,서울특별시,중구,심장,여자,6
202111,서울특별시,중구,호흡기,남자,25
202111,서울특별시,중구,호흡기,여자,6
202111,서울특별시,중구,간,남자,30
202111,서울특별시,중구,시각,남자,440
202111,서울특별시,중구,간,여자,10
202111,서울특별시,중구,안면,남자,2
202111,서울특별시,중구,안면,여자,3
202111,서울특별시,중구,장루.요루,남자,28
202111,서울특별시,중구,장루.요루,여자,14
202111,서울특별시,중구,뇌전증,남자,12
202111,서울특별시,중구,뇌전증,여자,9
202111,서울특별시,중구,시각,여자,276
202111,서울특별시,중구,청각,남자,481
202111,서울특별시,용산구,청각,남자,627
202111,서울특별시,용산구,청각,여자,518
202111,서울특별시,용산구,언어,남자,47
202111,서울특별시,용산구,언어,여자,18
202111,서울특별시,용산구,지적,남자,330
202111,서울특별시,용산구,지체,남자,1786
202111,서울특별시,용산구,지적,여자,198
202111,서울특별시,용산구,뇌병변,남자,458
202111,서울특별시,용산구,뇌병변,여자,310
202111,서울특별시,용산구,지체,여자,1481
202111,서울특별시,용산구,자폐성,남자,105
202111,서울특별시,용산구,자폐성,여자,24
202111,서울특별시,용산구,정신,남자,152
202111,서울특별시,용산구,정신,여자,133
202111,서울특별시,용산구,신장,남자,224
202111,서울특별시,용산구,신장,여자,142
202111,서울특별시,용산구,심장,남자,13
202111,서울특별시,용산구,심장,여자,6
202111,서울특별시,용산구,호흡기,남자,39
202111,서울특별시,용산구,호흡기,여자,12
202111,서울특별시,용산구,간,남자,58
202111,서울특별시,용산구,간,여자,11
202111,서울특별시,용산구,안면,남자,4
202111,서울특별시,용산구,안면,여자,1
202111,서울특별시,용산구,장루.요루,남자,43
202111,서울특별시,용산구,장루.요루,여자,26
202111,서울특별시,용산구,시각,남자,575
202111,서울특별시,용산구,뇌전증,남자,16
202111,서울특별시,용산구,뇌전증,여자,6
202111,서울특별시,용산구,시각,여자,367
202111,서울특별시,성동구,청각,여자,789
202111,서울특별시,성동구,언어,남자,84
202111,서울특별시,성동구,언어,여자,23
202111,서울특별시,성동구,지적,남자,429
202111,서울특별시,성동구,지적,여자,267
202111,서울특별시,성동구,지체,남자,2851
202111,서울특별시,성동구,뇌병변,남자,691
202111,서울특별시,성동구,뇌병변,여자,441
202111,서울특별시,성동구,자폐성,남자,164
202111,서울특별시,성동구,자폐성,여자,30
202111,서울특별시,성동구,정신,남자,212
202111,서울특별시,성동구,정신,여자,194
202111,서울특별시,성동구,신장,남자,290
202111,서울특별시,성동구,신장,여자,193
202111,서울특별시,성동구,지체,여자,2229
202111,서울특별시,성동구,심장,남자,21
202111,서울특별시,성동구,심장,여자,11
202111,서울특별시,성동구,호흡기,남자,70
202111,서울특별시,성동구,호흡기,여자,19
202111,서울특별시,성동구,간,남자,57
202111,서울특별시,성동구,시각,남자,653
202111,서울특별시,성동구,간,여자,29
202111,서울특별시,성동구,안면,남자,8
202111,서울특별시,성동구,안면,여자,4
202111,서울특별시,성동구,장루.요루,남자,53
202111,서울특별시,성동구,장루.요루,여자,37
202111,서울특별시,성동구,뇌전증,남자,25
202111,서울특별시,성동구,뇌전증,여자,18
202111,서울특별시,성동구,시각,여자,482
202111,서울특별시,성동구,청각,남자,906
202111,서울특별시,광진구,청각,여자,773
202111,서울특별시,광진구,언어,남자,62
202111,서울특별시,광진구,언어,여자,25
202111,서울특별시,광진구,지적,남자,473
202111,서울특별시,광진구,지적,여자,338
