통계년월,통계시도명,통계시군구명,장애유형,성별,등록장애인수
202106,서울특별시,종로구,지체,남자,1372
202106,서울특별시,종로구,청각,여자,402
202106,서울특별시,종로구,언어,남자,33
202106,서울특별시,종로구,언어,여자,12
202106,서울특별시,종로구,지적,남자,233
202106,서울특별시,종로구,지적,여자,166
202106,서울특별시,종로구,뇌병변,남자,355
202106,서울특별시,종로구,뇌병변,여자,220
202106,서울특별시,종로구,자폐성,남자,86
202106,서울특별시,종로구,자폐성,여자,16
202106,서울특별시,종로구,정신,남자,139
202106,서울특별시,종로구,정신,여자,120
202106,서울특별시,종로구,신장,남자,163
202106,서울특별시,종로구,지체,여자,1158
202106,서울특별시,종로구,신장,여자,106
202106,서울특별시,종로구,심장,남자,5
202106,서울특별시,종로구,심장,여자,7
202106,서울특별시,종로구,호흡기,남자,22
202106,서울특별시,종로구,시각,남자,450
202106,서울특별시,종로구,호흡기,여자,5
202106,서울특별시,종로구,간,남자,33
202106,서울특별시,종로구,간,여자,12
202106,서울특별시,종로구,안면,남자,4
202106,서울특별시,종로구,안면,여자,3
202106,서울특별시,종로구,장루.요루,남자,22
202106,서울특별시,종로구,장루.요루,여자,11
202106,서울특별시,종로구,뇌전증,남자,8
202106,서울특별시,종로구,뇌전증,여자,8
202106,서울특별시,종로구,시각,여자,265
202106,서울특별시,종로구,청각,남자,521
202106,서울특별시,중구,지체,남자,1372
202106,서울특별시,중구,청각,여자,377
202106,서울특별시,중구,언어,남자,23
202106,서울특별시,중구,언어,여자,12
202106,서울특별시,중구,지적,남자,179
202106,서울특별시,중구,지적,여자,120
202106,서울특별시,중구,뇌병변,남자,361
202106,서울특별시,중구,뇌병변,여자,204
202106,서울특별시,중구,자폐성,남자,56
202106,서울특별시,중구,자폐성,여자,17
202106,서울특별시,중구,정신,남자,120
202106,서울특별시,중구,정신,여자,88
202106,서울특별시,중구,신장,남자,132
202106,서울특별시,중구,신장,여자,98
202106,서울특별시,중구,지체,여자,1163
202106,서울특별시,중구,심장,남자,9
202106,서울특별시,중구,심장,여자,4
202106,서울특별시,중구,호흡기,남자,27
202106,서울특별시,중구,호흡기,여자,6
202106,서울특별시,중구,간,남자,32
202106,서울특별시,중구,시각,남자,435
202106,서울특별시,중구,간,여자,9
202106,서울특별시,중구,안면,남자,2
202106,서울특별시,중구,안면,여자,3
202106,서울특별시,중구,장루.요루,남자,28
202106,서울특별시,중구,장루.요루,여자,12
202106,서울특별시,중구,뇌전증,남자,13
202106,서울특별시,중구,뇌전증,여자,10
202106,서울특별시,중구,시각,여자,276
202106,서울특별시,중구,청각,남자,477
202106,서울특별시,용산구,청각,남자,642
202106,서울특별시,용산구,청각,여자,518
202106,서울특별시,용산구,언어,남자,47
202106,서울특별시,용산구,언어,여자,21
202106,서울특별시,용산구,지적,남자,337
